jatos_id,prolific_id,condition,itemnum,items,times,firsttime,category,starttime,shortlist,rt,gender,genderText,ageText,didYouTry,understand,comments,listnum,age
403,5e4ccf6b4028e711db748f95,Immediate,7,deer,1684170387128,1684170386314,Animals,1684170368572,0,2.153,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,8,iguana,1684170390663,1684170389087,Animals,1684170368572,0,3.535,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,9,raccoon,1684170395726,1684170393572,Animals,1684170368572,0,5.063,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,10,possum,1684170398364,1684170396409,Animals,1684170368572,0,2.638,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,11,spider,1684170401587,1684170400611,Animals,1684170368572,0,3.223,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,12,frog,1684170405522,1684170404344,Animals,1684170368572,0,3.935,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,13,toad,1684170406946,1684170405769,Animals,1684170368572,0,1.424,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,14,flamingo,1684170410880,1684170408237,Animals,1684170368572,0,3.934,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,15,whale,1684170418893,1684170417809,Animals,1684170368572,0,8.013,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,16,seal,1684170420149,1684170419080,Animals,1684170368572,0,1.256,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,17,fish,1684170423881,1684170422880,Animals,1684170368572,0,3.732,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,18,kangaroo,1684170430542,1684170427837,Animals,1684170368572,0,6.661,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,19,lion,1684170433279,1684170432048,Animals,1684170368572,0,2.737,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,20,wolf,1684170434327,1684170433651,Animals,1684170368572,0,1.048,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,21,fox,1684170438477,1684170435086,Animals,1684170368572,0,4.15,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,22,bee,1684170453088,1684170450031,Animals,1684170368572,0,14.611,F,,22,Y,Y,"",1,Young
403,5e4ccf6b4028e711db748f95,Immediate,1,dog,1684170541960,1684170541367,Animals,1684170538751,0,3.209,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,2,cat,1684170543158,1684170542432,Animals,1684170538751,0,1.198,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,3,lizard,1684170545225,1684170543724,Animals,1684170538751,0,2.067,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,4,owl,1684170547441,1684170546573,Animals,1684170538751,0,2.216,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,5,bird,1684170548871,1684170548056,Animals,1684170538751,0,1.43,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,6,eagle,1684170550274,1684170549227,Animals,1684170538751,0,1.403,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,7,frog,1684170554480,1684170553168,Animals,1684170538751,0,4.206,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,8,toad,1684170556655,1684170555602,Animals,1684170538751,0,2.175,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,9,fish,1684170558076,1684170557051,Animals,1684170538751,0,1.421,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,10,elephant,1684170563029,1684170561255,Animals,1684170538751,0,4.953,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,11,gecko,1684170568144,1684170566740,Animals,1684170538751,0,5.115,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,12,worm,1684170572763,1684170572023,Animals,1684170538751,0,4.619,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,13,bee,1684170575253,1684170574835,Animals,1684170538751,0,2.49,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,14,eel,1684170582596,1684170581967,Animals,1684170538751,0,7.343,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,15,tiger,1684170586556,1684170585677,Animals,1684170538751,0,3.96,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,16,lion,1684170588164,1684170587152,Animals,1684170538751,0,1.608,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,17,wolf,1684170589092,1684170588412,Animals,1684170538751,0,0.928,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,18,fox,1684170592251,1684170590527,Animals,1684170538751,0,3.159,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,19,ram,1684170595960,1684170595210,Animals,1684170538751,0,3.709,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,20,goat,1684170597669,1684170596466,Animals,1684170538751,0,1.709,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,21,horse,1684170600061,1684170598967,Animals,1684170538751,0,2.392,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,22,camel,1684170605551,1684170603489,Animals,1684170538751,0,5.49,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,23,whale,1684170612655,1684170611873,Animals,1684170538751,0,7.104,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,24,dolphin,1684170618880,1684170613707,Animals,1684170538751,0,6.225,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,25,seal,1684170620904,1684170620085,Animals,1684170538751,0,2.024,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,26,bear,1684170623650,1684170622815,Animals,1684170538751,0,2.746,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,27,pig,1684170625862,1684170624952,Animals,1684170538751,0,2.212,F,,22,Y,Y,"",2,Young
403,5e4ccf6b4028e711db748f95,Immediate,28,pig,1684170627248,1684170626199,Animals,1684170538751,0,1.386,F,,22,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,1,dog,1684171089201,1684171088913,Animals,1684171086928,0,2.273,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,2,cat,1684171089769,1684171089297,Animals,1684171086928,0,0.568,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,3,giraffe,1684171091465,1684171090601,Animals,1684171086928,0,1.696,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,4,elephant,1684171092937,1684171091689,Animals,1684171086928,0,1.472,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,5,weasel,1684171094225,1684171093233,Animals,1684171086928,0,1.288,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,6,robin,1684171095945,1684171095081,Animals,1684171086928,0,1.72,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,7,hawk,1684171097081,1684171096369,Animals,1684171086928,0,1.136,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,8,eagle,1684171098474,1684171097449,Animals,1684171086928,0,1.393,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,9,capybara,1684171103209,1684171102217,Animals,1684171086928,0,4.735,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,10,mouse,1684171104201,1684171103538,Animals,1684171086928,0,0.992,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,11,hamster,1684171105337,1684171104537,Animals,1684171086928,0,1.136,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,12,guineapig,1684171107889,1684171105609,Animals,1684171086928,0,2.552,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,13,pig,1684171108689,1684171108273,Animals,1684171086928,0,0.8,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,14,komododragon,1684171111241,1684171109153,Animals,1684171086928,0,2.552,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,15,monkey,1684171113009,1684171112225,Animals,1684171086928,0,1.768,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,16,orangutan,1684171115001,1684171113473,Animals,1684171086928,0,1.992,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,17,gorilla,1684171116393,1684171115545,Animals,1684171086928,0,1.392,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,18,lion,1684171118945,1684171118274,Animals,1684171086928,0,2.552,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,19,cheetah,1684171120433,1684171119561,Animals,1684171086928,0,1.488,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,20,leopard,1684171122129,1684171121161,Animals,1684171086928,0,1.696,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,21,hyena,1684171123281,1684171122474,Animals,1684171086928,0,1.152,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,22,fox,1684171125193,1684171124625,Animals,1684171086928,0,1.912,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,23,wolf,1684171127745,1684171125641,Animals,1684171086928,0,2.552,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,24,deer,1684171131329,1684171130777,Animals,1684171086928,0,3.584,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,25,buck,1684171133361,1684171132745,Animals,1684171086928,0,2.032,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,26,buffalo,1684171135505,1684171133665,Animals,1684171086928,0,2.144,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,27,reindeer,1684171136890,1684171135849,Animals,1684171086928,0,1.385,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,28,bison,1684171139498,1684171138474,Animals,1684171086928,0,2.608,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,29,snake,1684171141673,1684171141097,Animals,1684171086928,0,2.175,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,30,turtle,1684171142977,1684171142121,Animals,1684171086928,0,1.304,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,31,alligator,1684171144321,1684171143353,Animals,1684171086928,0,1.344,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,32,crocodile,1684171146153,1684171144593,Animals,1684171086928,0,1.832,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,33,shark,1684171150017,1684171149409,Animals,1684171086928,0,3.864,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,34,whale,1684171152194,1684171150338,Animals,1684171086928,0,2.177,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,35,mantaray,1684171154690,1684171152665,Animals,1684171086928,0,2.496,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,36,angelfish,1684171156890,1684171155401,Animals,1684171086928,0,2.2,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,37,catfish,1684171159233,1684171157465,Animals,1684171086928,0,2.343,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,38,lynx,1684171160681,1684171159705,Animals,1684171086928,0,1.448,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,39,raccoon,1684171162546,1684171161153,Animals,1684171086928,0,1.865,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,40,koala,1684171163913,1684171163241,Animals,1684171086928,0,1.367,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,41,panda,1684171165137,1684171164394,Animals,1684171086928,0,1.224,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,42,baboon,1684171172754,1684171168186,Animals,1684171086928,0,7.617,F,,25,Y,Y,"",1,Young
404,61140fbc763ecf6f2de71183,Immediate,1,cat,1684171251474,1684171251697,Animals,1684171249704,0,1.77,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,2,dog,1684171252097,1684171252641,Animals,1684171249704,0,0.623,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,3,hyena,1684171254545,1684171254953,Animals,1684171249704,0,2.448,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,4,wolf,1684171255753,1684171256066,Animals,1684171249704,0,1.208,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,5,fox,1684171256617,1684171256865,Animals,1684171249704,0,0.864,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,6,cheetah,1684171257786,1684171258889,Animals,1684171249704,0,1.169,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,7,jaguar,1684171259633,1684171259905,Animals,1684171249704,0,1.847,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,8,cougar,1684171260633,1684171260953,Animals,1684171249704,0,1,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,9,lynx,1684171262018,1684171262337,Animals,1684171249704,0,1.385,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,10,capybara,1684171263345,1684171263641,Animals,1684171249704,0,1.327,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,11,mouse,1684171264201,1684171264489,Animals,1684171249704,0,0.856,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,12,hamster,1684171265505,1684171265825,Animals,1684171249704,0,1.304,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,13,rat,1684171267922,1684171269993,Animals,1684171249704,0,2.417,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,14,pig,1684171270417,1684171270769,Animals,1684171249704,0,2.495,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,15,pig,1684171271145,1684171273145,Animals,1684171249704,0,0.728,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,16,guineapig,1684171275786,1684171276025,Animals,1684171249704,0,4.641,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,17,mantaray,1684171277185,1684171277577,Animals,1684171249704,0,1.399,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,18,whale,1684171278434,1684171278857,Animals,1684171249704,0,1.249,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,19,shark,1684171279593,1684171281498,Animals,1684171249704,0,1.159,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,20,fish,1684171281905,1684171287378,Animals,1684171249704,0,2.312,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,21,panda,1684171287873,1684171288361,Animals,1684171249704,0,5.968,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,22,koala,1684171288969,1684171299098,Animals,1684171249704,0,1.096,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,23,monkey,1684171300001,1684171300505,Animals,1684171249704,0,11.032,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,24,gorilla,1684171301273,1684171301674,Animals,1684171249704,0,1.272,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,25,orangutan,1684171303585,1684171303993,Animals,1684171249704,0,2.312,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,26,polarbear,1684171306210,1684171306594,Animals,1684171249704,0,2.625,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,27,meerkat,1684171307601,1684171313202,Animals,1684171249704,0,1.391,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,28,grizzlybear,1684171315017,1684171316722,Animals,1684171249704,0,7.416,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,29,lion,1684171317466,1684171317842,Animals,1684171249704,0,2.449,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,30,tiger,1684171318345,1684171322130,Animals,1684171249704,0,0.879,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,31,snake,1684171322650,1684171322930,Animals,1684171249704,0,4.305,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,32,alligator,1684171323929,1684171324201,Animals,1684171249704,0,1.279,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,33,crocodile,1684171325881,1684171326170,Animals,1684171249704,0,1.952,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,34,turtle,1684171327387,1684171327818,Animals,1684171249704,0,1.506,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,35,newt,1684171328578,1684171329138,Animals,1684171249704,0,1.191,F,,25,Y,Y,"",2,Young
404,61140fbc763ecf6f2de71183,Immediate,36,enole,1684171331754,,Animals,1684171249704,0,3.176,F,,25,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,1,tiger,1684171168542,1684171167946,Animals,1684171165999,0,2.543,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,2,lion,1684171169857,1684171169112,Animals,1684171165999,0,1.315,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,3,rabbit,1684171171513,1684171170660,Animals,1684171165999,0,1.656,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,4,horse,1684171175778,1684171173394,Animals,1684171165999,0,4.265,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,5,pig,1684171178192,1684171177405,Animals,1684171165999,0,2.414,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,6,dog,1684171181967,1684171181642,Animals,1684171165999,0,3.775,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,7,cat,1684171182973,1684171182416,Animals,1684171165999,0,1.006,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,8,cheetah,1684171185526,1684171184532,Animals,1684171165999,0,2.553,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,9,giraffe,1684171188322,1684171186546,Animals,1684171165999,0,2.796,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,10,bear,1684171194437,1684171193559,Animals,1684171165999,0,6.115,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,11,turtle,1684171202042,1684171201035,Animals,1684171165999,0,7.605,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,12,frog,1684171207397,1684171206736,Animals,1684171165999,0,5.355,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,13,salamander,1684171211567,1684171207907,Animals,1684171165999,0,4.17,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,14,lizard,1684171215710,1684171214564,Animals,1684171165999,0,4.143,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,15,beaver,1684171220588,1684171219515,Animals,1684171165999,0,4.878,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,16,dolphin,1684171226854,1684171222383,Animals,1684171165999,0,6.266,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,17,whale,1684171228384,1684171227489,Animals,1684171165999,0,1.53,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,18,sheep,1684171238246,1684171236742,Animals,1684171165999,0,9.862,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,19,chicken,1684171242136,1684171241090,Animals,1684171165999,0,3.89,F,,23,Y,Y,"",1,Young
405,605bd9acd66170da8fbcdc92,Immediate,1,lion,1684171327463,1684171326196,Animals,1684171324453,0,3.01,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,2,tiger,1684171328687,1684171328116,Animals,1684171324453,0,1.224,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,3,bear,1684171329698,1684171329087,Animals,1684171324453,0,1.011,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,4,chicken,1684171330990,1684171330026,Animals,1684171324453,0,1.292,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,5,sheep,1684171334987,1684171331374,Animals,1684171324453,0,3.997,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,6,horse,1684171337747,1684171337022,Animals,1684171324453,0,2.76,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,7,lizard,1684171340618,1684171339567,Animals,1684171324453,0,2.871,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,8,salamander,1684171343567,1684171341057,Animals,1684171324453,0,2.949,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,9,turtle,1684171347198,1684171345802,Animals,1684171324453,0,3.631,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,10,beaver,1684171349190,1684171347769,Animals,1684171324453,0,1.992,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,11,cat,1684171358305,1684171357572,Animals,1684171324453,0,9.115,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,12,dog,1684171359916,1684171359208,Animals,1684171324453,0,1.611,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,13,rabbit,1684171362040,1684171360983,Animals,1684171324453,0,2.124,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,14,squirrel,1684171365947,1684171364352,Animals,1684171324453,0,3.907,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,15,otter,1684171369397,1684171368757,Animals,1684171324453,0,3.45,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,16,giraffe,1684171380136,1684171378012,Animals,1684171324453,0,10.739,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,17,bird,1684171382888,1684171382334,Animals,1684171324453,0,2.752,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,18,turkey,1684171385465,1684171384608,Animals,1684171324453,0,2.577,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,19,peacock,1684171390775,1684171388722,Animals,1684171324453,0,5.31,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,20,baldeagle,1684171398212,1684171394851,Animals,1684171324453,0,7.437,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,21,kangaroo,1684171401647,1684171399480,Animals,1684171324453,0,3.435,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,22,pig,1684171403211,1684171402696,Animals,1684171324453,0,1.564,F,,23,Y,Y,"",2,Young
405,605bd9acd66170da8fbcdc92,Immediate,23,wombat,1684171409521,1684171408527,Animals,1684171324453,0,6.31,F,,23,Y,Y,"",2,Young
406,640cc04b3cc033171c75638e,Immediate,1,cat,1684171206711,1684171205941,Animals,1684171203072,0,3.639,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,2,dog,1684171208412,1684171207785,Animals,1684171203072,0,1.701,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,3,frog,1684171209670,1684171208973,Animals,1684171203072,0,1.258,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,4,bat,1684171210928,1684171210445,Animals,1684171203072,0,1.258,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,5,bear,1684171219812,1684171219139,Animals,1684171203072,0,8.884,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,6,penguin,1684171226270,1684171225097,Animals,1684171203072,0,6.458,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,7,bird,1684171228306,1684171227592,Animals,1684171203072,0,2.036,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,8,squirrel,1684171245943,1684171243932,Animals,1684171203072,0,17.637,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,9,possum,1684171248358,1684171247226,Animals,1684171203072,0,2.415,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,10,deer,1684171249400,1684171248653,Animals,1684171203072,0,1.042,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,11,moose,1684171250608,1684171249646,Animals,1684171203072,0,1.208,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,12,raccoon,1684171258945,1684171257542,Animals,1684171203072,0,8.337,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,13,fox,1684171261648,1684171261128,Animals,1684171203072,0,2.703,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,14,bobcat,1684171264710,1684171263643,Animals,1684171203072,0,3.062,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,15,skunk,1684171281102,1684171279983,Animals,1684171203072,0,16.392,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,16,turtle,1684171286469,1684171284694,Animals,1684171203072,0,5.367,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,17,rabbit,1684171289682,1684171288577,Animals,1684171203072,0,3.213,M,,20,Y,Y,n/a,1,Young
406,640cc04b3cc033171c75638e,Immediate,1,frog,1684171371181,1684171370565,Animals,1684171367743,0,3.438,M,,20,Y,Y,n/a,2,Young
406,640cc04b3cc033171c75638e,Immediate,2,turtle,1684171373859,1684171371454,Animals,1684171367743,0,2.678,M,,20,Y,Y,n/a,2,Young
406,640cc04b3cc033171c75638e,Immediate,3,bear,1684171375001,1684171374495,Animals,1684171367743,0,1.142,M,,20,Y,Y,n/a,2,Young
