jatos_id,prolific_id,condition,gamenum,itemnum,items,times,firsttime,category,starttime,shortlist,rt,gender,genderText,ageText,didYouTry,understand,comments
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,4,pigcat,1684169784683,1684169785083,Animals,1684169754835,0,11.98,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,5,dog,1684169787376,1684169788527,Animals,1684169754835,0,2.693,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,6,alligaor,1684169791702,1684169794154,Animals,1684169754835,0,4.326,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,7,rhino,1684169797769,1684169803903,Animals,1684169754835,0,6.067,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,8,cow,1684169805800,1684169806480,Animals,1684169754835,0,8.031,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,9,goat,1684169809551,1684169811542,Animals,1684169754835,0,3.751,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,10,cheetah,1684169814799,1684169816422,Animals,1684169754835,0,5.248,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,11,zebra,1684169819351,1684169824343,Animals,1684169754835,0,4.552,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,12,yak,1684169826427,1684169829121,Animals,1684169754835,0,7.076,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,13,goose,1684169831164,1684169834072,Animals,1684169754835,0,4.737,F,,62,Y,Y,""
398,5e6bdd2a3ea572199bb7f6b6,Immediate,2,14,beaver,1684169844326,,Animals,1684169754835,0,13.162,F,,62,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,1,cow,1684169443074,1684169440127,Animals,1684169432114,0,10.96,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,2,rhinoceros,1684169448842,1684169446460,Animals,1684169432114,0,5.768,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,3,dog,1684169450682,1684169449931,Animals,1684169432114,0,1.84,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,4,cat,1684169451922,1684169451218,Animals,1684169432114,0,1.24,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,5,sheep,1684169455594,1684169454084,Animals,1684169432114,0,3.672,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,6,horse,1684169458418,1684169457018,Animals,1684169432114,0,2.824,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,7,rat,1684169462202,1684169461354,Animals,1684169432114,0,3.784,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,8,biscon,1684169470922,1684169467484,Animals,1684169432114,0,8.72,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,9,wolf,1684169475098,1684169471594,Animals,1684169432114,0,4.176,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,10,racoon,1684169480251,1684169477419,Animals,1684169432114,0,5.153,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,11,coyote,1684169484196,1684169480675,Animals,1684169432114,0,3.945,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,12,lion,1684169487500,1684169485092,Animals,1684169432114,0,3.304,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,13,tiger,1684169490060,1684169488076,Animals,1684169432114,0,2.56,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,14,bear,1684169491500,1684169490645,Animals,1684169432114,0,1.44,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,15,giraffe,1684169496292,1684169494301,Animals,1684169432114,0,4.792,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,16,orangatang,1684169510740,1684169497947,Animals,1684169432114,0,14.448,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,17,elephant,1684169513531,1684169511243,Animals,1684169432114,0,2.791,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,1,18,zebra,1684169518067,1684169516340,Animals,1684169432114,0,4.536,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,1,cow,1684169604741,1684169605237,Animals,1684169601789,0,2.952,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,2,mule,1684169606221,1684169606940,Animals,1684169601789,0,1.48,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,3,donkey,1684169608629,1684169608989,Animals,1684169601789,0,2.408,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,4,coyote,1684169611213,1684169611558,Animals,1684169601789,0,2.584,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,5,wolf,1684169613117,1684169614132,Animals,1684169601789,0,1.904,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,6,bear,1684169615477,1684169615846,Animals,1684169601789,0,2.36,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,7,biscon,1684169618501,1684169618998,Animals,1684169601789,0,3.024,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,8,moose,1684169620156,1684169620622,Animals,1684169601789,0,1.655,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,9,cat,1684169621677,1684169622014,Animals,1684169601789,0,1.521,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,10,dog,1684169622661,1684169623366,Animals,1684169601789,0,0.984,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,11,fish,1684169624101,1684169626894,Animals,1684169601789,0,1.44,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,12,giraffe,1684169628525,1684169629677,Animals,1684169601789,0,4.424,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,13,zebra,1684169632005,1684169632798,Animals,1684169601789,0,3.48,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,14,lion,1684169634357,1684169634854,Animals,1684169601789,0,2.352,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,15,tiger,1684169635781,1684169636565,Animals,1684169601789,0,1.424,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,16,bear,1684169637477,1684169637798,Animals,1684169601789,0,1.696,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,17,antelope,1684169639541,1684169641261,Animals,1684169601789,0,2.064,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,18,monkey,1684169643605,1684169644004,Animals,1684169601789,0,4.064,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,19,gorilla,1684169645933,1684169646764,Animals,1684169601789,0,2.328,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,20,orangetang,1684169650501,1684169655013,Animals,1684169601789,0,4.568,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,21,rat,1684169655765,1684169656967,Animals,1684169601789,0,5.264,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,22,mouse,1684169658318,1684169659959,Animals,1684169601789,0,2.553,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,23,gerbel,1684169662446,1684169665367,Animals,1684169601789,0,4.128,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,24,guinea pig,1684169669582,1684169670998,Animals,1684169601789,0,7.136,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,25,racoon,1684169672446,1684169675949,Animals,1684169601789,0,2.864,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,26,squirel,1684169679470,1684169680359,Animals,1684169601789,0,7.024,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,27,mole,1684169681982,1684169682670,Animals,1684169601789,0,2.512,F,,60,Y,Y,""
399,60778adf13e3a5f0d0f655db,Immediate,2,28,mouse,1684169684062,,Animals,1684169601789,0,2.08,F,,60,Y,Y,""
400,6435b95691d542284002bc90,Immediate,1,1,cat,1684169600226,1684169597749,Animals,1684169594542,0,5.684,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,2,dog,1684169602547,1684169601398,Animals,1684169594542,0,2.321,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,3,elephant,1684169605647,1684169603240,Animals,1684169594542,0,3.1,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,4,mouse,1684169609392,1684169608057,Animals,1684169594542,0,3.745,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,5,rat,1684169611040,1684169610142,Animals,1684169594542,0,1.648,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,6,raccoon,1684169614429,1684169612495,Animals,1684169594542,0,3.389,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,7,snake,1684169618113,1684169616051,Animals,1684169594542,0,3.684,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,8,bird,1684169620725,1684169619167,Animals,1684169594542,0,2.612,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,9,chipmunk,1684169625754,1684169623443,Animals,1684169594542,0,5.029,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,10,deer,1684169627103,1684169626107,Animals,1684169594542,0,1.349,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,11,moose,1684169628537,1684169627441,Animals,1684169594542,0,1.434,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,12,elk,1684169634169,1684169632776,Animals,1684169594542,0,5.632,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,13,cow,1684169635518,1684169634597,Animals,1684169594542,0,1.349,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,14,pig,1684169637297,1684169636302,Animals,1684169594542,0,1.779,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,15,giraffe,1684169643087,1684169641271,Animals,1684169594542,0,5.79,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,16,hippo,1684169647620,1684169646290,Animals,1684169594542,0,4.533,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,17,rhino,1684169651231,1684169649794,Animals,1684169594542,0,3.611,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,18,tiger,1684169663297,1684169662014,Animals,1684169594542,0,12.066,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,1,19,bear,1684169676670,1684169675018,Animals,1684169594542,0,13.373,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,1,cat,1684169806420,1684169805011,Animals,1684169801534,0,4.886,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,2,dog,1684169807678,1684169806863,Animals,1684169801534,0,1.258,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,3,mouse,1684169809559,1684169808139,Animals,1684169801534,0,1.881,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,4,bear,1684169811825,1684169810183,Animals,1684169801534,0,2.266,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,5,elk,1684169813875,1684169812683,Animals,1684169801534,0,2.05,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,6,deer,1684169815454,1684169814457,Animals,1684169801534,0,1.579,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,7,rat,1684169819006,1684169818172,Animals,1684169801534,0,3.552,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,8,bird,1684169820835,1684169819637,Animals,1684169801534,0,1.829,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,9,squirrel,1684169824514,1684169821192,Animals,1684169801534,0,3.679,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,10,snake,1684169828687,1684169826774,Animals,1684169801534,0,4.173,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,11,pig,1684169830893,1684169829497,Animals,1684169801534,0,2.206,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,12,tiger,1684169837664,1684169836136,Animals,1684169801534,0,6.771,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,13,lion,1684169839428,1684169837972,Animals,1684169801534,0,1.764,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,14,bobcat,1684169843235,1684169841046,Animals,1684169801534,0,3.807,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,15,rhiho,1684169855956,1684169853403,Animals,1684169801534,0,12.721,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,16,hippo,1684169858238,1684169856742,Animals,1684169801534,0,2.282,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,17,oppossum,1684169864877,1684169862261,Animals,1684169801534,0,6.639,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,18,fish,1684169876009,1684169874825,Animals,1684169801534,0,11.132,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,19,whale,1684169878739,1684169877347,Animals,1684169801534,0,2.73,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,20,shark,1684169880317,1684169879216,Animals,1684169801534,0,1.578,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,21,duck,1684169889247,1684169887686,Animals,1684169801534,0,8.93,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
400,6435b95691d542284002bc90,Immediate,2,22,goose,1684169890542,1684169889621,Animals,1684169801534,0,1.295,M,,68,Y,Y," Not confused but I find these types of things stressful as I have some """"brain fog"""" due to age and health issues. I cant seem to think as """"fast"""" as in the past."
401,5e82279d39ea6d067ea804eb,Immediate,1,1,dog,1684169758372,1684169758091,Animals,1684169755796,0,2.576,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,2,cat,1684169759587,1684169759198,Animals,1684169755796,0,1.215,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,3,ox,1684169761087,1684169760846,Animals,1684169755796,0,1.5,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,4,cat,1684169820469,1684169820119,Animals,1684169755796,0,59.382,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,5,cow,1684169823209,1684169822957,Animals,1684169755796,0,2.74,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,6,horse,1684169824807,1684169824295,Animals,1684169755796,0,1.598,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,7,lion,1684169828827,1684169828230,Animals,1684169755796,0,4.02,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,8,tiger,1684169829486,1684169828969,Animals,1684169755796,0,0.659,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,9,snail,1684169831847,1684169831285,Animals,1684169755796,0,2.361,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,10,bird,1684169832862,1684169832494,Animals,1684169755796,0,1.015,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,1,11,bug,1684169834824,1684169834475,Animals,1684169755796,0,1.962,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,1,dog,1684170445161,1684170444132,Animals,1684170441901,0,3.26,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,2,cat,1684170446550,1684170445542,Animals,1684170441901,0,1.389,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,3,bird,1684170448977,1684170447729,Animals,1684170441901,0,2.427,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,4,cow,1684170453735,1684170451626,Animals,1684170441901,0,4.758,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,5,pig,1684170455182,1684170454172,Animals,1684170441901,0,1.447,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,6,monkey,1684170457623,1684170455546,Animals,1684170441901,0,2.441,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,7,lion,1684170459078,1684170457994,Animals,1684170441901,0,1.455,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,8,tiger,1684170461407,1684170459584,Animals,1684170441901,0,2.329,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,9,chimpanzee,1684170465698,1684170461920,Animals,1684170441901,0,4.291,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,10,zebra,1684170468072,1684170466187,Animals,1684170441901,0,2.374,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,11,horse,1684170470238,1684170468516,Animals,1684170441901,0,2.166,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,12,fish,1684170472334,1684170470678,Animals,1684170441901,0,2.096,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,13,turtle,1684170475219,1684170472782,Animals,1684170441901,0,2.885,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,14,puppy,1684170484523,1684170483223,Animals,1684170441901,0,9.304,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,15,kitten,1684170486927,1684170485331,Animals,1684170441901,0,2.404,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,16,whale,1684170489765,1684170487458,Animals,1684170441901,0,2.838,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,17,dolphin,1684170492521,1684170490225,Animals,1684170441901,0,2.756,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,18,kangaroo,1684170496216,1684170492884,Animals,1684170441901,0,3.695,F,,24,Y,Y,""
401,5e82279d39ea6d067ea804eb,Immediate,2,19,dinosaur,1684170510429,1684170507254,Animals,1684170441901,0,14.213,F,,24,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,1,monkey,1684169816767,1684169815448,Animals,1684169813510,0,3.257,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,2,pigeon,1684169818386,1684169817109,Animals,1684169813510,0,1.619,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,3,donkey,1684169820247,1684169819059,Animals,1684169813510,0,1.861,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,4,elephant,1684169821895,1684169820497,Animals,1684169813510,0,1.648,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,5,giraffe,1684169823989,1684169822557,Animals,1684169813510,0,2.094,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,6,cat,1684169824828,1684169824263,Animals,1684169813510,0,0.839,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,7,dog,1684169826035,1684169825187,Animals,1684169813510,0,1.207,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,8,snake,1684169828717,1684169827496,Animals,1684169813510,0,2.682,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,9,bird,1684169831123,1684169829381,Animals,1684169813510,0,2.406,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,10,parrot,1684169834818,1684169832793,Animals,1684169813510,0,3.695,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,11,koala,1684169839624,1684169838196,Animals,1684169813510,0,4.806,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,12,lemur,1684169850812,1684169849668,Animals,1684169813510,0,11.188,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,13,fish,1684169853546,1684169852459,Animals,1684169813510,0,2.734,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,14,guinea pig,1684169857963,1684169855300,Animals,1684169813510,0,4.417,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,15,chicken,1684169860641,1684169858439,Animals,1684169813510,0,2.678,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,16,duck,1684169861772,1684169861190,Animals,1684169813510,0,1.131,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,17,goose,1684169863762,1684169862331,Animals,1684169813510,0,1.99,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,18,hummingbird,1684169868767,1684169865402,Animals,1684169813510,0,5.005,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,19,rat,1684169873954,1684169873038,Animals,1684169813510,0,5.187,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,20,mouse,1684169875215,1684169874437,Animals,1684169813510,0,1.261,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,21,cockroach,1684169878592,1684169875992,Animals,1684169813510,0,3.377,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,22,honeybee,1684169880708,1684169879347,Animals,1684169813510,0,2.116,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,23,bumble bee,1684169882858,1684169881252,Animals,1684169813510,0,2.15,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,24,frog,1684169890171,1684169889496,Animals,1684169813510,0,7.313,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,25,toad,1684169891243,1684169890607,Animals,1684169813510,0,1.072,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,26,tadpole,1684169894835,1684169891719,Animals,1684169813510,0,3.592,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,1,27,catfish,1684169900262,1684169898873,Animals,1684169813510,0,5.427,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,1,bird,1684169981301,1684169981674,Animals,1684169977965,0,3.336,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,2,pigeon,1684169983662,1684169983854,Animals,1684169977965,0,2.361,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,3,rat,1684169984770,1684169985089,Animals,1684169977965,0,1.108,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,4,mouse,1684169985746,1684169986132,Animals,1684169977965,0,0.976,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,5,cockroach,1684169987524,1684169987887,Animals,1684169977965,0,1.778,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,6,elephant,1684169988951,1684169989248,Animals,1684169977965,0,1.427,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,7,lemur,1684169989976,1684169990396,Animals,1684169977965,0,1.025,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,8,giraffe,1684169991455,1684169994045,Animals,1684169977965,0,1.479,F,,25,Y,Y,""
402,5fff3f938921560203546f23,Immediate,2,9,iguana,1684169996508,1684169997292,Animals,1684169977965,0,5.053,F,,25,Y,Y,""
