id,gender,age,condition,listnum,itemnum,item,time,starttime,age_group,rt
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,6,squirrel,1684174626176,1684174615362,young,3015
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,7,rabbit,1684174627367,1684174615362,young,1191
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,8,rat,1684174628137,1684174615362,young,770
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,9,mole,1684174629104,1684174615362,young,967
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,10,chipmunk,1684174631073,1684174615362,young,1969
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,11,ant,1684174632756,1684174615362,young,1683
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,12,bee,1684174634286,1684174615362,young,1530
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,13,wasp,1684174635452,1684174615362,young,1166
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,14,tifer,1684174637963,1684174615362,young,2511
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,15,lion,1684174639822,1684174615362,young,1859
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,16,leopard,1684174641480,1684174615362,young,1658
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,17,koala,1684174645464,1684174615362,young,3984
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,18,kangaroo,1684174648481,1684174615362,young,3017
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,19,bear,1684174651390,1684174615362,young,2909
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,20,penguin,1684174654013,1684174615362,young,2623
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,21,otter,1684174656521,1684174615362,young,2508
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,22,seal,1684174657288,1684174615362,young,767
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,23,sealion,1684174659319,1684174615362,young,2031
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,24,seagull,1684174664325,1684174615362,young,5006
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,25,swallow,1684174666249,1684174615362,young,1924
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,26,sparrow,1684174667762,1684174615362,young,1513
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,27,chickadee,1684174669833,1684174615362,young,2071
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,28,cardinal,1684174671793,1684174615362,young,1960
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,29,mouse,1684174677770,1684174615362,young,5977
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,30,wallabee,1684174689953,1684174615362,young,12183
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,31,hedgehog,1684174697432,1684174615362,young,7479
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,32,guineapig,1684174699028,1684174615362,young,1596
5f511ab38505ac2e8fbfac5e,F,24,Immediate,2,33,bird,1684174702626,1684174615362,young,3598
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,1,dog,1684174227559,1684174224985,young,2574
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,2,cat,1684174228423,1684174224985,young,864
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,3,cow,1684174229778,1684174224985,young,1355
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,4,pig,1684174230640,1684174224985,young,862
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,5,sheeo,1684174231753,1684174224985,young,1113
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,6,elephant,1684174234952,1684174224985,young,3199
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,7,giraffe,1684174240191,1684174224985,young,5239
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,8,hippo,1684174242547,1684174224985,young,2356
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,9,alligator,1684174245571,1684174224985,young,3024
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,10,crocodile,1684174248797,1684174224985,young,3226
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,11,chicken,1684174255116,1684174224985,young,6319
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,12,bunny,1684174259547,1684174224985,young,4431
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,13,bird,1684174266135,1684174224985,young,6588
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,14,rat,1684174268417,1684174224985,young,2282
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,15,mouse,1684174269491,1684174224985,young,1074
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,16,horse,1684174283254,1684174224985,young,13763
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,17,lion,1684174296148,1684174224985,young,12894
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,18,tiger,1684174297673,1684174224985,young,1525
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,19,bear,1684174298879,1684174224985,young,1206
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,20,panther,1684174301379,1684174224985,young,2500
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,21,deer,1684174302831,1684174224985,young,1452
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,22,goat,1684174304788,1684174224985,young,1957
60fd7f2e69e5a781cb3ef542,F,22,Immediate,1,23,squirrell,1684174314981,1684174224985,young,10193
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,1,dog,1684174390719,1684174388158,young,2561
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,2,car,1684174391438,1684174388158,young,719
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,3,sheep,1684174393331,1684174388158,young,1893
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,4,pig,1684174394219,1684174388158,young,888
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,5,horse,1684174395125,1684174388158,young,906
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,6,cow,1684174395763,1684174388158,young,638
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,7,moose,1684174397408,1684174388158,young,1645
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,8,deer,1684174398738,1684174388158,young,1330
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,9,lionn,1684174399744,1684174388158,young,1006
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,10,tiger,1684174401045,1684174388158,young,1301
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,11,bear,1684174401838,1684174388158,young,793
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,12,chipmunk,1684174407402,1684174388158,young,5564
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,13,elephant,1684174415983,1684174388158,young,8581
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,14,giraff,1684174419545,1684174388158,young,3562
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,15,hippo,1684174421351,1684174388158,young,1806
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,16,rhino,1684174422745,1684174388158,young,1394
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,17,crocodile,1684174429408,1684174388158,young,6663
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,18,alligator,1684174431045,1684174388158,young,1637
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,19,bunny,1684174435702,1684174388158,young,4657
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,20,rabbit,1684174436901,1684174388158,young,1199
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,21,parrot,1684174442695,1684174388158,young,5794
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,22,peacock,1684174447071,1684174388158,young,4376
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,23,snake,1684174448120,1684174388158,young,1049
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,24,lizard,1684174451110,1684174388158,young,2990
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,25,turtle,1684174452414,1684174388158,young,1304
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,26,frog,1684174454305,1684174388158,young,1891
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,27,goat,1684174459772,1684174388158,young,5467
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,28,antelope,1684174472800,1684174388158,young,13028
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,29,bison,1684174474218,1684174388158,young,1418
60fd7f2e69e5a781cb3ef542,F,22,Immediate,2,30,buffalo,1684174475974,1684174388158,young,1756
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,1,koala,1684173742942,1684173740688,young,2254
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,2,sloth,1684173743890,1684173740688,young,948
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,3,butterfly,1684173745528,1684173740688,young,1638
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,4,cat,1684173746160,1684173740688,young,632
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,5,dog,1684173746733,1684173740688,young,573
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,6,horse,1684173748014,1684173740688,young,1281
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,7,giraffe,1684173750183,1684173740688,young,2169
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,8,shark,1684173751313,1684173740688,young,1130
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,9,whale,1684173752129,1684173740688,young,816
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,10,dolphin,1684173753940,1684173740688,young,1811
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,11,turtle,1684173754790,1684173740688,young,850
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,12,seaturtle,1684173756105,1684173740688,young,1315
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,13,seal,1684173756924,1684173740688,young,819
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,14,sealion,1684173758472,1684173740688,young,1548
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,15,ape,1684173761116,1684173740688,young,2644
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,16,gorilla,1684173762067,1684173740688,young,951
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,17,chimpanzee,1684173764610,1684173740688,young,2543
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,18,orangutan,1684173767318,1684173740688,young,2708
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,19,meerkat,1684173772036,1684173740688,young,4718
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,20,prairiedog,1684173777423,1684173740688,young,5387
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,21,hedgehog,1684173781090,1684173740688,young,3667
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,22,hamster,1684173782211,1684173740688,young,1121
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,23,porcupine,1684173784332,1684173740688,young,2121
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,24,guineapig,1684173789446,1684173740688,young,5114
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,25,snake,1684173790743,1684173740688,young,1297
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,26,lizard,1684173792982,1684173740688,young,2239
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,27,toad,1684173794432,1684173740688,young,1450
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,28,frog,1684173795209,1684173740688,young,777
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,29,bird,1684173798280,1684173740688,young,3071
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,30,duck,1684173802574,1684173740688,young,4294
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,31,goose,1684173805999,1684173740688,young,3425
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,32,llama,1684173808800,1684173740688,young,2801
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,33,alpaca,1684173809980,1684173740688,young,1180
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,34,lion,1684173816662,1684173740688,young,6682
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,35,tiger,1684173817274,1684173740688,young,612
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,36,bear,1684173817850,1684173740688,young,576
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,37,panda,1684173821410,1684173740688,young,3560
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,38,redpanda,1684173822856,1684173740688,young,1446
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,39,moose,1684173825183,1684173740688,young,2327
60fcaa7ac117649e189a3ee1,F,22,Immediate,1,40,elephant,1684173827357,1684173740688,young,2174
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,1,buffalo,1684173902841,1684173899951,young,2890
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,2,bear,1684173903393,1684173899951,young,552
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,3,antelope,1684173905305,1684173899951,young,1912
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,4,anteater,1684173907325,1684173899951,young,2020
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,5,alpaca,1684173910081,1684173899951,young,2756
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,6,llama,1684173910944,1684173899951,young,863
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,7,bison,1684173915051,1684173899951,young,4107
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,8,horse,1684173916939,1684173899951,young,1888
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,9,cat,1684173917655,1684173899951,young,716
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,10,dog,1684173918168,1684173899951,young,513
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,11,hamster,1684173919907,1684173899951,young,1739
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,12,hedgehog,1684173921396,1684173899951,young,1489
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,13,guineapic,1684173926287,1684173899951,young,4891
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,14,guineapig,1684173928895,1684173899951,young,2608
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,15,pig,1684173931315,1684173899951,young,2420
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,16,cow,1684173932696,1684173899951,young,1381
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,17,chicken,1684173934939,1684173899951,young,2243
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,18,turtle,1684173935833,1684173899951,young,894
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,19,duck,1684173937499,1684173899951,young,1666
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,20,goose,1684173938604,1684173899951,young,1105
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,21,tiger,1684173939690,1684173899951,young,1086
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,22,lion,1684173940517,1684173899951,young,827
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,23,sloth,1684173942175,1684173899951,young,1658
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,24,koala,1684173942988,1684173899951,young,813
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,25,panda,1684173943684,1684173899951,young,696
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,26,redpanda,1684173945016,1684173899951,young,1332
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,27,llama,1684173950737,1684173899951,young,5721
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,28,moose,1684173952955,1684173899951,young,2218
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,29,turtle,1684173955957,1684173899951,young,3002
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,30,catepillar,1684173968854,1684173899951,young,12897
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,31,butterfly,1684173970404,1684173899951,young,1550
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,32,dragonfly,1684173972357,1684173899951,young,1953
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,33,mosquito,1684173976846,1684173899951,young,4489
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,34,snake,1684173977970,1684173899951,young,1124
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,35,lizard,1684173979680,1684173899951,young,1710
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,36,gecko,1684173981998,1684173899951,young,2318
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,37,sealion,1684173983397,1684173899951,young,1399
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,38,seal,1684173984121,1684173899951,young,724
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,39,whale,1684173985442,1684173899951,young,1321
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,40,dolphin,1684173986717,1684173899951,young,1275
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,41,orca,1684173988096,1684173899951,young,1379
60fcaa7ac117649e189a3ee1,F,22,Immediate,2,42,manatee,1684173989392,1684173899951,young,1296
5bef317a2d982b0001059f44,M,25,Immediate,1,1,giraffe,1684173721539,1684173716119,young,5420
5bef317a2d982b0001059f44,M,25,Immediate,1,2,dog,1684173722723,1684173716119,young,1184
5bef317a2d982b0001059f44,M,25,Immediate,1,3,cat,1684173723754,1684173716119,young,1031
5bef317a2d982b0001059f44,M,25,Immediate,1,4,elephant,1684173727217,1684173716119,young,3463
5bef317a2d982b0001059f44,M,25,Immediate,1,5,cheetah,1684173728675,1684173716119,young,1458
5bef317a2d982b0001059f44,M,25,Immediate,1,6,whale,1684173730120,1684173716119,young,1445
5bef317a2d982b0001059f44,M,25,Immediate,1,7,dolphin,1684173733318,1684173716119,young,3198
5bef317a2d982b0001059f44,M,25,Immediate,1,8,cougar,1684173735585,1684173716119,young,2267
5bef317a2d982b0001059f44,M,25,Immediate,1,9,lizard,1684173742295,1684173716119,young,6710
5bef317a2d982b0001059f44,M,25,Immediate,1,10,salamander,1684173745631,1684173716119,young,3336
5bef317a2d982b0001059f44,M,25,Immediate,1,11,salmon,1684173748543,1684173716119,young,2912
5bef317a2d982b0001059f44,M,25,Immediate,1,12,eagle,1684173753641,1684173716119,young,5098
5bef317a2d982b0001059f44,M,25,Immediate,1,13,hawk,1684173755437,1684173716119,young,1796
5bef317a2d982b0001059f44,M,25,Immediate,1,14,goldfish,1684173763397,1684173716119,young,7960
5bef317a2d982b0001059f44,M,25,Immediate,1,15,monkey,1684173768608,1684173716119,young,5211
5bef317a2d982b0001059f44,M,25,Immediate,1,16,gazelle,1684173776085,1684173716119,young,7477
5bef317a2d982b0001059f44,M,25,Immediate,1,17,lynx,1684173780717,1684173716119,young,4632
5bef317a2d982b0001059f44,M,25,Immediate,1,18,gecko,1684173784120,1684173716119,young,3403
5bef317a2d982b0001059f44,M,25,Immediate,1,19,ant,1684173788324,1684173716119,young,4204
5bef317a2d982b0001059f44,M,25,Immediate,1,20,turtle,1684173795121,1684173716119,young,6797
5bef317a2d982b0001059f44,M,25,Immediate,1,21,iguana,1684173799426,1684173716119,young,4305
5bef317a2d982b0001059f44,M,25,Immediate,2,1,worm,1684173896340,1684173886860,young,9480
5bef317a2d982b0001059f44,M,25,Immediate,2,2,eel,1684173898291,1684173886860,young,1951
5bef317a2d982b0001059f44,M,25,Immediate,2,3,marlin,1684173904574,1684173886860,young,6283
5bef317a2d982b0001059f44,M,25,Immediate,2,4,mantaray,1684173909198,1684173886860,young,4624
5bef317a2d982b0001059f44,M,25,Immediate,2,5,killerwhale,1684173912979,1684173886860,young,3781
5bef317a2d982b0001059f44,M,25,Immediate,2,6,greatwhiteshark,1684173916679,1684173886860,young,3700
5bef317a2d982b0001059f44,M,25,Immediate,2,7,tigershark,1684173919932,1684173886860,young,3253
5bef317a2d982b0001059f44,M,25,Immediate,2,8,flamingo,1684173925254,1684173886860,young,5322
5bef317a2d982b0001059f44,M,25,Immediate,2,9,aligator,1684173930446,1684173886860,young,5192
5bef317a2d982b0001059f44,M,25,Immediate,2,10,crocodile,1684173936333,1684173886860,young,5887
5bef317a2d982b0001059f44,M,25,Immediate,2,11,snake,1684173957069,1684173886860,young,20736
5bef317a2d982b0001059f44,M,25,Immediate,2,12,rabbit,1684173963319,1684173886860,young,6250
5bef317a2d982b0001059f44,M,25,Immediate,2,13,vole,1684173965181,1684173886860,young,1862
5bef317a2d982b0001059f44,M,25,Immediate,2,14,mole,1684173966644,1684173886860,young,1463
5bef317a2d982b0001059f44,M,25,Immediate,2,15,donkey,1684173972318,1684173886860,young,5674
5bef317a2d982b0001059f44,M,25,Immediate,2,16,mule,1684173974365,1684173886860,young,2047
5bef317a2d982b0001059f44,M,25,Immediate,2,17,horse,1684173976234,1684173886860,young,1869
6101b0045f55decb70142341,F,25,Immediate,1,1,dog,1684173545640,1684173542938,young,2702
6101b0045f55decb70142341,F,25,Immediate,1,2,cat,1684173546759,1684173542938,young,1119
6101b0045f55decb70142341,F,25,Immediate,1,3,horse,1684173548279,1684173542938,young,1520
6101b0045f55decb70142341,F,25,Immediate,1,4,elephant,1684173551143,1684173542938,young,2864
6101b0045f55decb70142341,F,25,Immediate,1,5,mouse,1684173552047,1684173542938,young,904
6101b0045f55decb70142341,F,25,Immediate,1,6,rat,1684173552679,1684173542938,young,632
6101b0045f55decb70142341,F,25,Immediate,1,7,boar,1684173554607,1684173542938,young,1928
6101b0045f55decb70142341,F,25,Immediate,1,8,pig,1684173555399,1684173542938,young,792
6101b0045f55decb70142341,F,25,Immediate,1,9,fish,1684173556327,1684173542938,young,928
6101b0045f55decb70142341,F,25,Immediate,1,10,snake,1684173557871,1684173542938,young,1544
6101b0045f55decb70142341,F,25,Immediate,1,11,bird,1684173558735,1684173542938,young,864
6101b0045f55decb70142341,F,25,Immediate,1,12,leopard,1684173561191,1684173542938,young,2456
6101b0045f55decb70142341,F,25,Immediate,1,13,tiger,1684173561999,1684173542938,young,808
6101b0045f55decb70142341,F,25,Immediate,1,14,frog,1684173565039,1684173542938,young,3040
6101b0045f55decb70142341,F,25,Immediate,1,15,toad,1684173566127,1684173542938,young,1088
6101b0045f55decb70142341,F,25,Immediate,1,16,lion,1684173569655,1684173542938,young,3528
6101b0045f55decb70142341,F,25,Immediate,1,17,panther,1684173571287,1684173542938,young,1632
6101b0045f55decb70142341,F,25,Immediate,1,18,raccoon,1684173573239,1684173542938,young,1952
6101b0045f55decb70142341,F,25,Immediate,1,19,alligator,1684173577191,1684173542938,young,3952
6101b0045f55decb70142341,F,25,Immediate,1,20,moose,1684173579663,1684173542938,young,2472
6101b0045f55decb70142341,F,25,Immediate,1,21,cow,1684173580551,1684173542938,young,888
6101b0045f55decb70142341,F,25,Immediate,1,22,bull,1684173582343,1684173542938,young,1792
6101b0045f55decb70142341,F,25,Immediate,1,23,turkey,1684173584327,1684173542938,young,1984
6101b0045f55decb70142341,F,25,Immediate,1,24,hen,1684173586743,1684173542938,young,2416
6101b0045f55decb70142341,F,25,Immediate,1,25,goose,1684173588359,1684173542938,young,1616
6101b0045f55decb70142341,F,25,Immediate,1,26,pigeon,1684173590031,1684173542938,young,1672
6101b0045f55decb70142341,F,25,Immediate,1,27,turtle,1684173592199,1684173542938,young,2168
6101b0045f55decb70142341,F,25,Immediate,1,28,ferret,1684173597887,1684173542938,young,5688
6101b0045f55decb70142341,F,25,Immediate,1,29,donkey,1684173600574,1684173542938,young,2687
6101b0045f55decb70142341,F,25,Immediate,1,30,mule,1684173601942,1684173542938,young,1368
6101b0045f55decb70142341,F,25,Immediate,1,31,goat,1684173604870,1684173542938,young,2928
6101b0045f55decb70142341,F,25,Immediate,1,32,rooster,1684173606302,1684173542938,young,1432
6101b0045f55decb70142341,F,25,Immediate,1,33,camel,1684173608838,1684173542938,young,2536
6101b0045f55decb70142341,F,25,Immediate,1,34,eagle,1684173611886,1684173542938,young,3048
6101b0045f55decb70142341,F,25,Immediate,1,35,hawk,1684173613574,1684173542938,young,1688
6101b0045f55decb70142341,F,25,Immediate,1,36,wolf,1684173617142,1684173542938,young,3568
6101b0045f55decb70142341,F,25,Immediate,1,37,fox,1684173618934,1684173542938,young,1792
6101b0045f55decb70142341,F,25,Immediate,1,38,owl,1684173620198,1684173542938,young,1264
6101b0045f55decb70142341,F,25,Immediate,1,39,deer,1684173621438,1684173542938,young,1240
6101b0045f55decb70142341,F,25,Immediate,1,40,elk,1684173623174,1684173542938,young,1736
6101b0045f55decb70142341,F,25,Immediate,1,41,poodle,1684173626678,1684173542938,young,3504
6101b0045f55decb70142341,F,25,Immediate,2,1,pig,1684173704790,1684173700624,young,4166
6101b0045f55decb70142341,F,25,Immediate,2,2,camel,1684173707653,1684173700624,young,2863
6101b0045f55decb70142341,F,25,Immediate,2,3,dog,1684173708485,1684173700624,young,832
6101b0045f55decb70142341,F,25,Immediate,2,4,cat,1684173709301,1684173700624,young,816
6101b0045f55decb70142341,F,25,Immediate,2,5,owl,1684173711285,1684173700624,young,1984
6101b0045f55decb70142341,F,25,Immediate,2,6,wolf,1684173714445,1684173700624,young,3160
6101b0045f55decb70142341,F,25,Immediate,2,7,hog,1684173715221,1684173700624,young,776
6101b0045f55decb70142341,F,25,Immediate,2,8,frog,1684173717389,1684173700624,young,2168
6101b0045f55decb70142341,F,25,Immediate,2,9,ostrich,1684173722333,1684173700624,young,4944
6101b0045f55decb70142341,F,25,Immediate,2,10,gorilla,1684173725444,1684173700624,young,3111
6101b0045f55decb70142341,F,25,Immediate,2,11,tiger,1684173727388,1684173700624,young,1944
6101b0045f55decb70142341,F,25,Immediate,2,12,cat,1684173729084,1684173700624,young,1696
6101b0045f55decb70142341,F,25,Immediate,2,13,bird,1684173732084,1684173700624,young,3000
6101b0045f55decb70142341,F,25,Immediate,2,14,horse,1684173737060,1684173700624,young,4976
6101b0045f55decb70142341,F,25,Immediate,2,15,lion,1684173741396,1684173700624,young,4336
6101b0045f55decb70142341,F,25,Immediate,2,16,monkey,1684173743108,1684173700624,young,1712
6101b0045f55decb70142341,F,25,Immediate,2,17,chimp,1684173745212,1684173700624,young,2104
6101b0045f55decb70142341,F,25,Immediate,2,18,walrus,1684173747572,1684173700624,young,2360
6101b0045f55decb70142341,F,25,Immediate,2,19,whale,1684173748476,1684173700624,young,904
6101b0045f55decb70142341,F,25,Immediate,2,20,quail,1684173750188,1684173700624,young,1712
6101b0045f55decb70142341,F,25,Immediate,2,21,kangaroo,1684173757173,1684173700624,young,6985
6101b0045f55decb70142341,F,25,Immediate,2,22,donkey,1684173762084,1684173700624,young,4911
6101b0045f55decb70142341,F,25,Immediate,2,23,turtle,1684173764308,1684173700624,young,2224
6101b0045f55decb70142341,F,25,Immediate,2,24,toad,1684173765637,1684173700624,young,1329
6101b0045f55decb70142341,F,25,Immediate,2,25,vulture,1684173770228,1684173700624,young,4591
6101b0045f55decb70142341,F,25,Immediate,2,26,newt,1684173773196,1684173700624,young,2968
6101b0045f55decb70142341,F,25,Immediate,2,27,moose,1684173778668,1684173700624,young,5472
6101b0045f55decb70142341,F,25,Immediate,2,28,mole,1684173782316,1684173700624,young,3648
6101b0045f55decb70142341,F,25,Immediate,2,29,vole,1684173783812,1684173700624,young,1496
6101b0045f55decb70142341,F,25,Immediate,2,30,kiwi,1684173784980,1684173700624,young,1168
63ede400ea283f02067dadad,F,20,Immediate,1,1,fox,1684173324967,1684173320358,young,4609
63ede400ea283f02067dadad,F,20,Immediate,1,2,dog,1684173327214,1684173320358,young,2247
63ede400ea283f02067dadad,F,20,Immediate,1,3,snake,1684173331554,1684173320358,young,4340
63ede400ea283f02067dadad,F,20,Immediate,1,4,dragon,1684173334522,1684173320358,young,2968
63ede400ea283f02067dadad,F,20,Immediate,1,5,bee,1684173335580,1684173320358,young,1058
63ede400ea283f02067dadad,F,20,Immediate,1,6,bumblebee,1684173341055,1684173320358,young,5475
